,date,text,followers,polarity,sentiment_confidence,clusters,difference
36,2019-11-24 20:00:55,"b""Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/kB5QJTRtod $NVDA $TSLA $GS $ORCL $BAC $GOOGL $FB""",495,0.2,0.4,3,0.0041335100713544015
37,2019-11-24 19:58:22,"b'RT @Stocktwits: ""While Google still operates in a different universe, the actual difference in the results you see when you search isn\xe2\x80\x99t so\xe2\x80\xa6'",25,0.0,0.35,3,0.0
38,2019-11-24 19:58:15,"b'RT @scottadamsshow: Alphabet (GOOGL) financed @Crowdstrike, and @eric_braverman was the point man for both the @ClintonFdn &amp; CrowdStrike El\xe2\x80\xa6'",495,0.0,0.0,0,0.0
39,2019-11-24 19:56:29,"b'RT @OptionsMike: $GOOGL had been leading lost momentum, on the 21D has to hold here, or watch 1270. \n\nhttps://t.co/8zW24PB7Vh'",165,0.0,0.0,0,0.0
40,2019-11-24 19:52:58,"b'RT @Stocktwits: ""While Google still operates in a different universe, the actual difference in the results you see when you search isn\xe2\x80\x99t so\xe2\x80\xa6'",6047,0.0,0.35,3,0.0
41,2019-11-24 19:48:27,"b'RT @OptionsMike: $GOOGL had been leading lost momentum, on the 21D has to hold here, or watch 1270. \n\nhttps://t.co/8zW24PB7Vh'",111,0.0,0.0,0,0.0
42,2019-11-24 19:44:46,"b'RT @Stocktwits: ""While Google still operates in a different universe, the actual difference in the results you see when you search isn\xe2\x80\x99t so\xe2\x80\xa6'",497,0.0,0.35,3,0.0
43,2019-11-24 19:38:03,"b'RT @Stocktwits: ""While Google still operates in a different universe, the actual difference in the results you see when you search isn\xe2\x80\x99t so\xe2\x80\xa6'",768,0.0,0.35,3,0.0
44,2019-11-24 19:33:20,"b'RT @OptionsMike: $GOOGL had been leading lost momentum, on the 21D has to hold here, or watch 1270. \n\nhttps://t.co/8zW24PB7Vh'",1607,0.0,0.0,0,0.0
45,2019-11-24 19:32:36,"b'$GOOGL had been leading lost momentum, on the 21D has to hold here, or watch 1270. \n\nhttps://t.co/8zW24PB7Vh'",16046,0.0,0.0,0,0.0
46,2019-11-24 19:30:11,b'ACTIVE TRADERS Try one of these FREE trading guides:\n\nhttps://t.co/mMjNX15uE9\n\n$NFLX $TSLA $AAPL $AXP $GS $FB $AMZN $GOOGL $NVDA',495,0.13333333333333336,0.7,3,0.004822428416580136
47,2019-11-24 19:24:26,b'@BoltonBirder @googl_phil Good luck will be brilliant!',317,0.85,0.8,2,0.022500490681342297
48,2019-11-24 19:14:53,b'RT @ASIEDUMARFO: THE DIGITAL HEALTH ECOSYSTEM: An in-depth examination of the players and tech trends reshaping the future of healthcare (A\xe2\x80\xa6',506,0.0,0.0625,0,0.0
49,2019-11-24 19:14:21,b'THE DIGITAL HEALTH ECOSYSTEM: An in-depth examination of the players and tech trends reshaping the future of health\xe2\x80\xa6 https://t.co/ylcQY23U7V',19527,0.0,0.0625,0,0.0
50,2019-11-24 19:12:52,"b""I Make It Happen But Rewards Don't Come Easy! \n$aapl $amzn $agn $brk $bhc $ba $cat $ko $ibm $pep $jnj $msft $tsla\xe2\x80\xa6 https://t.co/9JXBWQQrgJ""",856,0.5416666666666667,0.8333333333333334,2,0.04033187787074898
51,2019-11-24 19:11:39,b'THE DIGITAL HEALTH ECOSYSTEM: An in-depth examination of the players and tech trends reshaping the future of health\xe2\x80\xa6 https://t.co/MmI3PY1IJS',17450,0.0,0.0625,0,0.0
52,2019-11-24 19:11:27,"b'My Last Task Was Inputting Option Grants as CEO, CFO Audit Partner, + Were Watching!\n$aapl $amzn $agn $brk $bhc $ba\xe2\x80\xa6 https://t.co/MZo0ZJVE9K'",856,0.0,0.06666666666666668,0,0.0
53,2019-11-24 19:11:09,b'RT @Mikes_Charts: $GOOGL Removing political ad targeting could hurt 4th quarter results bad.\n   If massive fraud and betrayal of Americans\xe2\x80\xa6',18,0.0,0.55,3,0.0
54,2019-11-24 19:10:11,b'Check out these gains we had last week \xf0\x9f\x91\x80 \nYou can get these real time trade alerts for just a dollar a day at $29.9\xe2\x80\xa6 https://t.co/4EPeaMmIMK',334,0.1,0.18333333333333326,0,0.0006391631314038749
55,2019-11-24 19:08:21,b'I Saved The Day Getting The First 10K Button Pressed Right Before The Deadline!\n$aapl $amzn $agn $brk $bhc $ba $cat\xe2\x80\xa6 https://t.co/MEDvei5EJb',856,0.26785714285714285,0.4345238095238095,3,0.01039954621706518
56,2019-11-24 19:06:15,"b'RT @Stocktwits: ""While Google still operates in a different universe, the actual difference in the results you see when you search isn\xe2\x80\x99t so\xe2\x80\xa6'",63,0.0,0.35,3,0.0
57,2019-11-24 19:06:07,b'Lodgian. I Was In The Impac Side! \n$aapl $amzn $agn $brk $bhc $ba $cat $ko $ibm $pep $jnj $msft $tsla $mnk $fb $c\xe2\x80\xa6 https://t.co/qrn46Ju1Bd',856,0.0,0.0,0,0.0
58,2019-11-24 19:03:53,"b""I Worked Around The Clock. I Wasn't On Top Though! \n$aapl $amzn $agn $brk $bhc $ba $cat $ko $ibm $pep $jnj $msft\xe2\x80\xa6 https://t.co/SsoInqUc7O""",856,0.625,0.5,2,0.0279220692951339
59,2019-11-24 19:03:05,"b""#travel  Hola, #OTAs.....$GOOGL's still coming for ya! https://t.co/NZgGsIRIWX""",4668,0.0,0.0,0,0.0
60,2019-11-24 18:59:46,b'@traderstewie Love this chart. Checkout GOOGL as well',45,0.5,0.6,2,0.0014091511606890005
61,2019-11-24 18:58:59,b'RT @11Graphs: (3/8)\nLess indebted top 25 largest US #stocks by Net Debt to EBITDA:\n1. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 ALPHABET $GOOGL: -2.3x\n2. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 FACEBOOK $FB: -1.8x\n3\xe2\x80\xa6',30,-0.08333333333333333,0.5,3,-0.00013047695932305562
62,2019-11-24 18:58:58,b'I Worked With Morgan Stanley To Share a Story Once. \nMy Options Expired Worthless. \n$aapl $amzn $agn $brk $bhc $ba\xe2\x80\xa6 https://t.co/YmtUVpPsx2',856,-0.8,0.9,4,-0.06433244765598853
63,2019-11-24 18:58:34,"b'RT @Stocktwits: ""While Google still operates in a different universe, the actual difference in the results you see when you search isn\xe2\x80\x99t so\xe2\x80\xa6'",174,0.0,0.35,3,0.0
64,2019-11-24 18:58:32,"b'RT @Stocktwits: ""While Google still operates in a different universe, the actual difference in the results you see when you search isn\xe2\x80\x99t so\xe2\x80\xa6'",134050,0.0,0.35,3,0.0
65,2019-11-24 18:56:26,"b'RT @Stocktwits: ""While Google still operates in a different universe, the actual difference in the results you see when you search isn\xe2\x80\x99t so\xe2\x80\xa6'",84,0.0,0.35,3,0.0
66,2019-11-24 18:56:17,"b'RT @Stocktwits: ""While Google still operates in a different universe, the actual difference in the results you see when you search isn\xe2\x80\x99t so\xe2\x80\xa6'",165,0.0,0.35,3,0.0
67,2019-11-24 18:54:49,"b'RT @Stocktwits: ""While Google still operates in a different universe, the actual difference in the results you see when you search isn\xe2\x80\x99t so\xe2\x80\xa6'",82,0.0,0.35,3,0.0
68,2019-11-24 18:53:19,b'\xf0\x9f\x94\x8dGoogle should drop Quora from search results:  #google $GOOG $GOOGL #alphabet #TechNews #tech @google\xe2\x80\xa6 https://t.co/GVEjX7H0iM',1976,0.0,0.0,0,0.0
69,2019-11-24 18:51:43,"b'RT @Stocktwits: ""While Google still operates in a different universe, the actual difference in the results you see when you search isn\xe2\x80\x99t so\xe2\x80\xa6'",10911,0.0,0.35,3,0.0
70,2019-11-24 18:51:02,b'Porn2o https://play.googl\n.e.com/store/apps/details?id=com.android.chrome',1,0.0,0.0,0,0.0
71,2019-11-24 18:49:53,"b'""While Google still operates in a different universe, the actual difference in the results you see when you search\xe2\x80\xa6 https://t.co/WQW47ujHsT'",619958,0.0,0.35,1,0.0
72,2019-11-24 18:47:55,"b""@DBReduxTDC No it isn't. You could argue some of it is, mostly In his promos but his close ups in the super anime a\xe2\x80\xa6 https://t.co/hVl89ssLYP""",31,0.4166666666666666,0.5833333333333333,2,0.0007864861159195294
73,2019-11-24 18:47:45,b'I Love Twitter!\n$aapl $amzn $agn $brk $bhc $ba $cat $ko $ibm $pep $jnj $msft $tsla $mnk $fb $c $cs $wfc $jpm $bac\xe2\x80\xa6 https://t.co/Pp0wxS8SjN',856,0.5,0.6,2,0.02680518652332855
74,2019-11-24 18:43:25,"b'RT @11Graphs: (5/8)\nTop 25 largest US #stocks by Market Cap:\n1. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 APPLE $AAPL: $1,183.0B\n2. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 MICROSOFT $MSFT: $1,141.2B\n3. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 ALPHABET $\xe2\x80\xa6'",700,-0.75,1.0,4,-0.05480032291568337
75,2019-11-24 18:35:26,"b'RT @11Graphs: (5/8)\nTop 25 largest US #stocks by Market Cap:\n1. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 APPLE $AAPL: $1,183.0B\n2. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 MICROSOFT $MSFT: $1,141.2B\n3. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 ALPHABET $\xe2\x80\xa6'",2591,-0.75,1.0,4,-0.20283948096362228
76,2019-11-24 18:33:43,"b""\xf0\x9f\x94\x8dEdge vs. Chrome: Microsoft's Tracking Prevention Hits Google the Hardest: https://t.co/hiBQd9LYv1 #google $GOOG\xe2\x80\xa6 https://t.co/dyqjP4Pa8X""",1976,0.0,0.0,0,0.0
77,2019-11-24 18:30:12,b'ACTIVE TRADERS Try one of these FREE trading guides:\n\nhttps://t.co/9l2Ga7ys3a\n\n$NFLX $TSLA $AAPL $CMG $GS $FB $AMZN $GOOGL $NVDA',495,0.13333333333333336,0.7,3,0.004822428416580136
78,2019-11-24 18:29:45,"b'Week of November 11, 2019\n\niOS Top Absolute Downloads (Worldwide)\n\n$NFLX $DIS $FB $SPOT $GOOGL https://t.co/auUNHnPE9W'",3723,0.35,0.7,2,0.09521008103370825
79,2019-11-24 18:28:27,b'$GOOGL Removing political ad targeting could hurt 4th quarter results bad.\n   If massive fraud and betrayal of Amer\xe2\x80\xa6 https://t.co/oGaIuP4M2Q',1588,0.0,0.55,3,0.0
80,2019-11-24 18:27:09,"b""RT @JCM_IF: Tracking David Tepper's Appaloosa Management Portfolio - Q3 2019 Update https://t.co/C6jqDa6oVM $ABBV, $ADBE, $AGN, $AMLP, $AMZ\xe2\x80\xa6""",511,0.0,0.0,0,0.0
81,2019-11-24 18:23:12,b'$GOOGL https://t.co/YLgcXTJsKi',78,0.0,0.0,0,0.0
82,2019-11-24 18:22:16,b'RT @JustinPulitzer: Weekend Review VIDEO 11/24 https://t.co/Iq0dtm1v2y\n\n$VIX $TLT $GLD $SPY $IWM $KRE #QQQ $SMH $AMD $MU $NVDA $LRCX $INTC\xe2\x80\xa6',336,0.0,0.0,0,0.0
83,2019-11-24 18:20:41,"b'""Story Time Remarks"" . \nWhere Have We Heard Those Before?\n\n$aapl $amzn $agn $brk $bhc $ba $cat $ko $ibm $pep $jnj\xe2\x80\xa6 https://t.co/eSBMYZQByE'",856,0.0,0.0,0,0.0
84,2019-11-24 18:14:34,"b'RT @11Graphs: (5/8)\nTop 25 largest US #stocks by Market Cap:\n1. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 APPLE $AAPL: $1,183.0B\n2. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 MICROSOFT $MSFT: $1,141.2B\n3. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 ALPHABET $\xe2\x80\xa6'",13,-0.75,1.0,4,-0.0010177202827198338
85,2019-11-24 18:13:02,"b""$GOOG $GOOGL NEW ARTICLE : States' Probe of Google Expands Into Android, Search https://t.co/K44nS94ddf Get all the\xe2\x80\xa6 https://t.co/Lk3Z3hnAkO""",74,0.13636363636363635,0.4545454545454545,3,0.00047877495817716273
86,2019-11-24 18:11:45,"b'If $GOOGL can get in PE expansion mode (it should), it\xe2\x80\x99s a $1500-1700 stock in a year. \n\nThere isn\xe2\x80\x99t a better utili\xe2\x80\xa6 https://t.co/rwQSWmeR1M'",3529,0.5,0.5,2,0.09209063789021266
87,2019-11-24 18:10:45,b'RT @11Graphs: (3/8)\nLess indebted top 25 largest US #stocks by Net Debt to EBITDA:\n1. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 ALPHABET $GOOGL: -2.3x\n2. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 FACEBOOK $FB: -1.8x\n3\xe2\x80\xa6',2591,-0.08333333333333333,0.5,3,-0.01126886005353457
88,2019-11-24 18:10:29,"b'(5/8)\nTop 25 largest US #stocks by Market Cap:\n1. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 APPLE $AAPL: $1,183.0B\n2. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 MICROSOFT $MSFT: $1,141.2B\n3. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x80\xa6 https://t.co/HMIaSFczGu'",1191,0.0,0.0,0,0.0
89,2019-11-24 18:03:55,"b""Tracking David Tepper's Appaloosa Management Portfolio - Q3 2019 Update https://t.co/C6jqDa6oVM $ABBV, $ADBE, $AGN,\xe2\x80\xa6 https://t.co/sLPg4EJbzR""",1687,0.0,0.0,0,0.0
90,2019-11-24 18:01:04,"b""Don't miss our next FREE OPTION TRADE.  Sign up for our Daily Free Trades at https://t.co/XpxKT25aV6 $NVDA $TSLA $GS $AAPL $BAC $GOOGL $FB""",495,0.2,0.4,3,0.0041335100713544015
91,2019-11-24 17:54:55,b'RT @11Graphs: (3/8)\nLess indebted top 25 largest US #stocks by Net Debt to EBITDA:\n1. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 ALPHABET $GOOGL: -2.3x\n2. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 FACEBOOK $FB: -1.8x\n3\xe2\x80\xa6',20,-0.08333333333333333,0.5,3,-8.698463954870374e-05
